year,state,n_cause_name,deaths,age_adjusted_death_rate
2005,Georgia,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",922,13
2005,Georgia,Influenza and pneumonia (J09-J18),1596,23.5
2005,Georgia,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",924,10.6
2005,Georgia,Malignant neoplasms (C00-C97),14358,189.9
2005,Georgia,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",1520,21.2
2005,Georgia,Parkinson's disease (G20-G21),367,5.6
2005,Georgia,Pneumonitis due to solids and liquids (J69),435,6.5
2005,Georgia,Septicemia (A40-A41),1321,18.1
2005,Hawaii,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",436,32
2005,Hawaii,All Causes,9136,638.3
2005,Hawaii,Alzheimer's disease (G30),192,13.1
2005,Hawaii,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",25,1.9
2005,Hawaii,Cerebrovascular diseases (I60-I69),688,47.6
2005,Hawaii,"Chronic liver disease and cirrhosis (K70,K73-K74)",96,6.7
2005,Hawaii,Chronic lower respiratory diseases (J40-J47),287,19.8
2005,Hawaii,Diabetes mellitus (E10-E14),218,15.1
2005,Hawaii,"Diseases of heart (I00-I09,I11,I13,I20-I51)",2319,160.9
2005,Hawaii,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",100,6.9
2005,Hawaii,Influenza and pneumonia (J09-J18),241,16.5
2005,Hawaii,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",107,8.2
2005,Hawaii,Malignant neoplasms (C00-C97),2169,151.3
2005,Hawaii,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",150,10.5
2005,Hawaii,Parkinson's disease (G20-G21),75,5.2
2005,Hawaii,Pneumonitis due to solids and liquids (J69),132,9.1
2005,Hawaii,Septicemia (A40-A41),161,11.3
2005,Idaho,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",606,43.7
2005,Idaho,All Causes,10556,781.2
2005,Idaho,Alzheimer's disease (G30),407,30.7
2005,Idaho,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",45,3.2
2005,Idaho,Cerebrovascular diseases (I60-I69),718,53.9
2005,Idaho,"Chronic liver disease and cirrhosis (K70,K73-K74)",126,8.9
2005,Idaho,Chronic lower respiratory diseases (J40-J47),717,54.1
2005,Idaho,Diabetes mellitus (E10-E14),299,22.4
2005,Idaho,"Diseases of heart (I00-I09,I11,I13,I20-I51)",2450,182.6
2005,Idaho,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",74,5.5
2005,Idaho,Influenza and pneumonia (J09-J18),289,21.5
2005,Idaho,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",228,16.5
2005,Idaho,Malignant neoplasms (C00-C97),2368,174.6
2005,Idaho,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",110,8.2
2005,Idaho,Parkinson's disease (G20-G21),109,8.3
2005,Idaho,Pneumonitis due to solids and liquids (J69),96,7.1
2005,Idaho,Septicemia (A40-A41),63,4.6
2005,Illinois,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",4182,33
2005,Illinois,All Causes,103974,817.5
2005,Illinois,Alzheimer's disease (G30),2827,21.9
2005,Illinois,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",866,6.8
2005,Illinois,Cerebrovascular diseases (I60-I69),6252,49
2005,Illinois,"Chronic liver disease and cirrhosis (K70,K73-K74)",1002,7.8
2005,Illinois,Chronic lower respiratory diseases (J40-J47),5067,40.4
2005,Illinois,Diabetes mellitus (E10-E14),3034,24
2005,Illinois,"Diseases of heart (I00-I09,I11,I13,I20-I51)",28226,220.7
2005,Illinois,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",993,7.7
2005,Illinois,Influenza and pneumonia (J09-J18),2949,23
2005,Illinois,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",1086,8.6
2005,Illinois,Malignant neoplasms (C00-C97),24250,192.1
2005,Illinois,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",2402,18.9
2005,Illinois,Parkinson's disease (G20-G21),897,7.1
2005,Illinois,Pneumonitis due to solids and liquids (J69),908,7.1
2005,Illinois,Septicemia (A40-A41),1943,15.4
2005,Indiana,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",2480,39.3
2005,Indiana,All Causes,55675,874.3
2005,Indiana,Alzheimer's disease (G30),1651,26
2005,Indiana,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",368,5.9
2005,Indiana,Cerebrovascular diseases (I60-I69),3296,51.9
2005,Indiana,"Chronic liver disease and cirrhosis (K70,K73-K74)",496,7.6
2005,Indiana,Chronic lower respiratory diseases (J40-J47),3471,54.8
2005,Indiana,Diabetes mellitus (E10-E14),1719,27
2005,Indiana,"Diseases of heart (I00-I09,I11,I13,I20-I51)",14542,227.9
2005,Indiana,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",595,9.4
2005,Indiana,Influenza and pneumonia (J09-J18),1317,20.7
2005,Indiana,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",745,11.9
2005,Indiana,Malignant neoplasms (C00-C97),12796,199.8
2005,Indiana,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",1284,20.3
2005,Indiana,Parkinson's disease (G20-G21),443,7
2005,Indiana,Pneumonitis due to solids and liquids (J69),421,6.6
2005,Indiana,Septicemia (A40-A41),826,12.9
2005,Iowa,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1202,36.7
2005,Iowa,All Causes,27811,757.5
2005,Iowa,Alzheimer's disease (G30),1082,26.5
2005,Iowa,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",44,1.6
2005,Iowa,Cerebrovascular diseases (I60-I69),1902,49.2
2005,Iowa,"Chronic liver disease and cirrhosis (K70,K73-K74)",215,6.6
2005,Iowa,Chronic lower respiratory diseases (J40-J47),1703,47
2005,Iowa,Diabetes mellitus (E10-E14),727,20.1
2005,Iowa,"Diseases of heart (I00-I09,I11,I13,I20-I51)",7437,196.6
2005,Iowa,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",274,7
2005,Iowa,Influenza and pneumonia (J09-J18),896,22.4
2005,Iowa,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",333,11.2
2005,Iowa,Malignant neoplasms (C00-C97),6453,183.7
2005,Iowa,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",250,6.4
2005,Iowa,Parkinson's disease (G20-G21),270,7.1
2005,Iowa,Pneumonitis due to solids and liquids (J69),264,6.8
2005,Iowa,Septicemia (A40-A41),227,6.2
2005,Kansas,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1149,40.6
2005,Kansas,All Causes,24682,816.8
2005,Kansas,Alzheimer's disease (G30),912,28.1
2005,Kansas,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",106,3.9
2005,Kansas,Cerebrovascular diseases (I60-I69),1571,50.3
2005,Kansas,"Chronic liver disease and cirrhosis (K70,K73-K74)",200,6.9
2005,Kansas,Chronic lower respiratory diseases (J40-J47),1567,52.7
2005,Kansas,Diabetes mellitus (E10-E14),710,23.8
2005,Kansas,"Diseases of heart (I00-I09,I11,I13,I20-I51)",5960,192.6
2005,Kansas,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",187,5.9
2005,Kansas,Influenza and pneumonia (J09-J18),730,23.1
2005,Kansas,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",362,13.3
2005,Kansas,Malignant neoplasms (C00-C97),5428,185.6
2005,Kansas,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",517,16.9
2005,Kansas,Parkinson's disease (G20-G21),279,9.1
2005,Kansas,Pneumonitis due to solids and liquids (J69),165,5.2
2005,Kansas,Septicemia (A40-A41),253,8.4
2005,Kentucky,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",2405,57.4
2005,Kentucky,All Causes,40223,954.7
2005,Kentucky,Alzheimer's disease (G30),1147,28.7
2005,Kentucky,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",222,5.4
2005,Kentucky,Cerebrovascular diseases (I60-I69),2168,52.5
2005,Kentucky,"Chronic liver disease and cirrhosis (K70,K73-K74)",380,8.5
2005,Kentucky,Chronic lower respiratory diseases (J40-J47),2578,61
2005,Kentucky,Diabetes mellitus (E10-E14),1187,27.8
2005,Kentucky,"Diseases of heart (I00-I09,I11,I13,I20-I51)",10782,257.3
2005,Kentucky,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",353,8.6
2005,Kentucky,Influenza and pneumonia (J09-J18),1021,24.9
2005,Kentucky,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",566,13.4
2005,Kentucky,Malignant neoplasms (C00-C97),9505,219.1
2005,Kentucky,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",912,21.9
2005,Kentucky,Parkinson's disease (G20-G21),267,6.6
2005,Kentucky,Pneumonitis due to solids and liquids (J69),310,7.7
2005,Kentucky,Septicemia (A40-A41),585,13.9
2005,Louisiana,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",3072,68.5
2005,Louisiana,All Causes,44355,1023.7
2005,Louisiana,Alzheimer's disease (G30),1405,34.8
2005,Louisiana,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",592,12.8
2005,Louisiana,Cerebrovascular diseases (I60-I69),2469,58
2005,Louisiana,"Chronic liver disease and cirrhosis (K70,K73-K74)",380,8.2
2005,Louisiana,Chronic lower respiratory diseases (J40-J47),1906,44.6
2005,Louisiana,Diabetes mellitus (E10-E14),1695,38.7
2005,Louisiana,"Diseases of heart (I00-I09,I11,I13,I20-I51)",11008,256.9
2005,Louisiana,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",407,9.7
2005,Louisiana,Influenza and pneumonia (J09-J18),996,24
2005,Louisiana,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",505,11
2005,Louisiana,Malignant neoplasms (C00-C97),9249,208.6
2005,Louisiana,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",1187,27.8
2005,Louisiana,Parkinson's disease (G20-G21),298,7.2
2005,Louisiana,Pneumonitis due to solids and liquids (J69),245,6
2005,Louisiana,Septicemia (A40-A41),858,20
2005,Maine,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",579,41.7
2005,Maine,All Causes,12868,828.2
2005,Maine,Alzheimer's disease (G30),476,29.9
2005,Maine,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",22,1.7
2005,Maine,Cerebrovascular diseases (I60-I69),693,43.8
2005,Maine,"Chronic liver disease and cirrhosis (K70,K73-K74)",116,7.2
2005,Maine,Chronic lower respiratory diseases (J40-J47),830,53.2
2005,Maine,Diabetes mellitus (E10-E14),385,24.7
2005,Maine,"Diseases of heart (I00-I09,I11,I13,I20-I51)",2941,186.5
2005,Maine,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",76,4.8
2005,Maine,Influenza and pneumonia (J09-J18),352,22.3
2005,Maine,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",175,12.4
2005,Maine,Malignant neoplasms (C00-C97),3218,204.8
2005,Maine,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",250,15.9
2005,Maine,Parkinson's disease (G20-G21),131,8.4
2005,Maine,Pneumonitis due to solids and liquids (J69),102,6.5
2005,Maine,Septicemia (A40-A41),131,8.4
2005,Maryland,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1376,25
2005,Maryland,All Causes,43892,818.1
2005,Maryland,Alzheimer's disease (G30),958,18.7
2005,Maryland,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",576,10.4
2005,Maryland,Cerebrovascular diseases (I60-I69),2476,47.1
2005,Maryland,"Chronic liver disease and cirrhosis (K70,K73-K74)",459,7.9
2005,Maryland,Chronic lower respiratory diseases (J40-J47),1908,36.5
2005,Maryland,Diabetes mellitus (E10-E14),1388,26
2005,Maryland,"Diseases of heart (I00-I09,I11,I13,I20-I51)",11594,217.9
2005,Maryland,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",435,8.3
2005,Maryland,Influenza and pneumonia (J09-J18),1194,22.8
2005,Maryland,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",472,8.4
2005,Maryland,Malignant neoplasms (C00-C97),10371,190.4
2005,Maryland,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",752,14.1
2005,Maryland,Parkinson's disease (G20-G21),300,5.9
2005,Maryland,Pneumonitis due to solids and liquids (J69),377,7.3
2005,Maryland,Septicemia (A40-A41),1085,20.3
2005,Massachusetts,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1907,28
2005,Massachusetts,All Causes,53874,741.6
2005,Massachusetts,Alzheimer's disease (G30),1638,21.1
2005,Massachusetts,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",178,2.8
2005,Massachusetts,Cerebrovascular diseases (I60-I69),2977,39.8
2005,Massachusetts,"Chronic liver disease and cirrhosis (K70,K73-K74)",505,7.2
2005,Massachusetts,Chronic lower respiratory diseases (J40-J47),2647,36.6
2005,Massachusetts,Diabetes mellitus (E10-E14),1271,17.7
2005,Massachusetts,"Diseases of heart (I00-I09,I11,I13,I20-I51)",13280,179
2005,Massachusetts,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",431,5.7
2005,Massachusetts,Influenza and pneumonia (J09-J18),1935,25.5
2005,Massachusetts,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",480,7.2
2005,Massachusetts,Malignant neoplasms (C00-C97),13182,186.3
2005,Massachusetts,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",1410,19.1
2005,Massachusetts,Parkinson's disease (G20-G21),451,6.1
2005,Massachusetts,Pneumonitis due to solids and liquids (J69),546,7.2
2005,Massachusetts,Septicemia (A40-A41),980,13.5
2005,Michigan,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",3451,34
2005,Michigan,All Causes,86867,838.6
2005,Michigan,Alzheimer's disease (G30),2359,22.9
2005,Michigan,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",677,6.9
2005,Michigan,Cerebrovascular diseases (I60-I69),5057,48.9
2005,Michigan,"Chronic liver disease and cirrhosis (K70,K73-K74)",1010,9.5
2005,Michigan,Chronic lower respiratory diseases (J40-J47),4466,43.4
2005,Michigan,Diabetes mellitus (E10-E14),2842,27.3
2005,Michigan,"Diseases of heart (I00-I09,I11,I13,I20-I51)",25128,241.3
2005,Michigan,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",798,7.7
2005,Michigan,Influenza and pneumonia (J09-J18),1950,18.9
2005,Michigan,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",1108,11
2005,Michigan,Malignant neoplasms (C00-C97),20094,192.6
2005,Michigan,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",1681,16.2
2005,Michigan,Parkinson's disease (G20-G21),762,7.4
2005,Michigan,Pneumonitis due to solids and liquids (J69),548,5.3
2005,Michigan,Septicemia (A40-A41),924,8.9
2005,Minnesota,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1922,36.2
2005,Minnesota,All Causes,37535,698.6
2005,Minnesota,Alzheimer's disease (G30),1320,23.5
2005,Minnesota,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",139,2.7
2005,Minnesota,Cerebrovascular diseases (I60-I69),2379,43.5
2005,Minnesota,"Chronic liver disease and cirrhosis (K70,K73-K74)",317,6.1
2005,Minnesota,Chronic lower respiratory diseases (J40-J47),1965,37.4
2005,Minnesota,Diabetes mellitus (E10-E14),1258,23.6
2005,Minnesota,"Diseases of heart (I00-I09,I11,I13,I20-I51)",7926,145.4
2005,Minnesota,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",541,9.8
2005,Minnesota,Influenza and pneumonia (J09-J18),846,15.1
2005,Minnesota,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",547,10.5
2005,Minnesota,Malignant neoplasms (C00-C97),8823,169
2005,Minnesota,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",669,12.3
2005,Minnesota,Parkinson's disease (G20-G21),444,8.4
2005,Minnesota,Pneumonitis due to solids and liquids (J69),215,3.9
2005,Minnesota,Septicemia (A40-A41),261,4.9
2005,Mississippi,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1936,67.1
2005,Mississippi,All Causes,29196,1028.7
2005,Mississippi,Alzheimer's disease (G30),721,26.6
2005,Mississippi,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",254,9
2005,Mississippi,Cerebrovascular diseases (I60-I69),1622,58
2005,Mississippi,"Chronic liver disease and cirrhosis (K70,K73-K74)",272,9.2
2005,Mississippi,Chronic lower respiratory diseases (J40-J47),1473,52
2005,Mississippi,Diabetes mellitus (E10-E14),677,23.5
2005,Mississippi,"Diseases of heart (I00-I09,I11,I13,I20-I51)",8637,306.4
2005,Mississippi,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",394,14.1
2005,Mississippi,Influenza and pneumonia (J09-J18),645,23.5
2005,Mississippi,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",363,12.7
2005,Mississippi,Malignant neoplasms (C00-C97),6065,208.9
2005,Mississippi,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",667,23.7
2005,Mississippi,Parkinson's disease (G20-G21),132,4.8
2005,Mississippi,Pneumonitis due to solids and liquids (J69),219,8
2005,Mississippi,Septicemia (A40-A41),559,19.7
2005,Missouri,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",2848,47.8
2005,Missouri,All Causes,54656,873.3
2005,Missouri,Alzheimer's disease (G30),1635,25.6
2005,Missouri,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",417,7.3
2005,Missouri,Cerebrovascular diseases (I60-I69),3347,52.9
2005,Missouri,"Chronic liver disease and cirrhosis (K70,K73-K74)",419,6.7
2005,Missouri,Chronic lower respiratory diseases (J40-J47),3085,49.2
2005,Missouri,Diabetes mellitus (E10-E14),1549,24.8
2005,Missouri,"Diseases of heart (I00-I09,I11,I13,I20-I51)",14974,236.8
2005,Missouri,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",468,7.4
2005,Missouri,Influenza and pneumonia (J09-J18),1527,24
2005,Missouri,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",727,12.5
2005,Missouri,Malignant neoplasms (C00-C97),12419,198
2005,Missouri,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",1156,18.4
2005,Missouri,Parkinson's disease (G20-G21),418,6.6
2005,Missouri,Pneumonitis due to solids and liquids (J69),413,6.5
2005,Missouri,Septicemia (A40-A41),741,11.8
2005,Montana,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",524,53.2
2005,Montana,All Causes,8528,807.1
2005,Montana,Alzheimer's disease (G30),267,24.6
2005,Montana,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",33,3.4
2005,Montana,Cerebrovascular diseases (I60-I69),522,48.6
2005,Montana,"Chronic liver disease and cirrhosis (K70,K73-K74)",120,11.7
2005,Montana,Chronic lower respiratory diseases (J40-J47),580,54.9
2005,Montana,Diabetes mellitus (E10-E14),285,26.7
2005,Montana,"Diseases of heart (I00-I09,I11,I13,I20-I51)",1855,172.2
2005,Montana,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",61,5.6
2005,Montana,Influenza and pneumonia (J09-J18),213,19.5
2005,Montana,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",206,21.7
2005,Montana,Malignant neoplasms (C00-C97),1956,184.2
2005,Montana,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",109,10.3
2005,Montana,Parkinson's disease (G20-G21),75,7
2005,Montana,Pneumonitis due to solids and liquids (J69),60,5.6
2005,Montana,Septicemia (A40-A41),61,5.8
2005,Nebraska,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",704,37.4
2005,Nebraska,All Causes,14963,757.8
2005,Nebraska,Alzheimer's disease (G30),473,22.3
2005,Nebraska,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",44,2.6
2005,Nebraska,Cerebrovascular diseases (I60-I69),986,48.4
2005,Nebraska,"Chronic liver disease and cirrhosis (K70,K73-K74)",133,7.3
2005,Nebraska,Chronic lower respiratory diseases (J40-J47),949,48.7
2005,Nebraska,Diabetes mellitus (E10-E14),449,23.3
2005,Nebraska,"Diseases of heart (I00-I09,I11,I13,I20-I51)",3640,179.4
2005,Nebraska,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",199,9.6
2005,Nebraska,Influenza and pneumonia (J09-J18),370,17.7
2005,Nebraska,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",187,10.9
2005,Nebraska,Malignant neoplasms (C00-C97),3355,175.5
2005,Nebraska,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",245,12.3
2005,Nebraska,Parkinson's disease (G20-G21),160,7.9
2005,Nebraska,Pneumonitis due to solids and liquids (J69),116,5.7
2005,Nebraska,Septicemia (A40-A41),123,6.3
2005,Nevada,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1104,47
2005,Nevada,All Causes,19029,904.8
2005,Nevada,Alzheimer's disease (G30),310,18.1
2005,Nevada,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",190,7.8
2005,Nevada,Cerebrovascular diseases (I60-I69),945,48.2
2005,Nevada,"Chronic liver disease and cirrhosis (K70,K73-K74)",275,11.1
2005,Nevada,Chronic lower respiratory diseases (J40-J47),1227,60.4
2005,Nevada,Diabetes mellitus (E10-E14),336,15.3
2005,Nevada,"Diseases of heart (I00-I09,I11,I13,I20-I51)",5094,246.7
2005,Nevada,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",117,6.1
2005,Nevada,Influenza and pneumonia (J09-J18),454,23.1
2005,Nevada,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",480,19.8
2005,Nevada,Malignant neoplasms (C00-C97),4238,191
2005,Nevada,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",438,22
2005,Nevada,Parkinson's disease (G20-G21),106,5.7
2005,Nevada,Pneumonitis due to solids and liquids (J69),139,7.7
2005,Nevada,Septicemia (A40-A41),417,19.2
2005,New Hampshire,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",477,36.3
2005,New Hampshire,All Causes,10194,766.7
2005,New Hampshire,Alzheimer's disease (G30),376,28.3
2005,New Hampshire,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",19,NA
2005,New Hampshire,Cerebrovascular diseases (I60-I69),497,37.7
2005,New Hampshire,"Chronic liver disease and cirrhosis (K70,K73-K74)",114,8.2
2005,New Hampshire,Chronic lower respiratory diseases (J40-J47),630,48.2
2005,New Hampshire,Diabetes mellitus (E10-E14),310,23.4
2005,New Hampshire,"Diseases of heart (I00-I09,I11,I13,I20-I51)",2530,189.8
2005,New Hampshire,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",79,5.8
2005,New Hampshire,Influenza and pneumonia (J09-J18),273,20.8
2005,New Hampshire,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",162,12
2005,New Hampshire,Malignant neoplasms (C00-C97),2549,189.8
2005,New Hampshire,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",173,13.1
2005,New Hampshire,Parkinson's disease (G20-G21),80,6.2
2005,New Hampshire,Pneumonitis due to solids and liquids (J69),63,4.8
2005,New Hampshire,Septicemia (A40-A41),91,7
2005,New Jersey,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",2561,28.8
2005,New Jersey,All Causes,71963,772.4
2005,New Jersey,Alzheimer's disease (G30),1815,19
2005,New Jersey,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",427,5.1
2005,New Jersey,Cerebrovascular diseases (I60-I69),3614,38.5
2005,New Jersey,"Chronic liver disease and cirrhosis (K70,K73-K74)",730,7.8
2005,New Jersey,Chronic lower respiratory diseases (J40-J47),3148,34
2005,New Jersey,Diabetes mellitus (E10-E14),2540,27.3
2005,New Jersey,"Diseases of heart (I00-I09,I11,I13,I20-I51)",20655,219.1
2005,New Jersey,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",601,6.3
2005,New Jersey,Influenza and pneumonia (J09-J18),1637,17.3
2005,New Jersey,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",536,6.1
2005,New Jersey,Malignant neoplasms (C00-C97),17171,185
2005,New Jersey,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",1597,17.1
2005,New Jersey,Parkinson's disease (G20-G21),616,6.6
2005,New Jersey,Pneumonitis due to solids and liquids (J69),545,5.8
2005,New Jersey,Septicemia (A40-A41),1931,20.7
2005,New Mexico,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1267,67
2005,New Mexico,All Causes,14983,800.1
2005,New Mexico,Alzheimer's disease (G30),327,18.7
2005,New Mexico,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",152,7.9
2005,New Mexico,Cerebrovascular diseases (I60-I69),730,40.1
2005,New Mexico,"Chronic liver disease and cirrhosis (K70,K73-K74)",285,14.4
2005,New Mexico,Chronic lower respiratory diseases (J40-J47),855,46.2
2005,New Mexico,Diabetes mellitus (E10-E14),595,31.4
2005,New Mexico,"Diseases of heart (I00-I09,I11,I13,I20-I51)",3435,186.3
2005,New Mexico,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",100,5.6
2005,New Mexico,Influenza and pneumonia (J09-J18),353,19.4
2005,New Mexico,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",342,17.8
2005,New Mexico,Malignant neoplasms (C00-C97),3141,162.9
2005,New Mexico,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",239,13
2005,New Mexico,Parkinson's disease (G20-G21),146,8.1
2005,New Mexico,Pneumonitis due to solids and liquids (J69),66,3.7
2005,New Mexico,Septicemia (A40-A41),143,7.6
2005,New York,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",4645,23.3
2005,New York,All Causes,152427,738
2005,New York,Alzheimer's disease (G30),2065,9.7
2005,New York,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",901,4.7
2005,New York,Cerebrovascular diseases (I60-I69),6622,31.7
2005,New York,"Chronic liver disease and cirrhosis (K70,K73-K74)",1224,6
2005,New York,Chronic lower respiratory diseases (J40-J47),6818,33.2
2005,New York,Diabetes mellitus (E10-E14),4051,19.7
2005,New York,"Diseases of heart (I00-I09,I11,I13,I20-I51)",51985,248.3
2005,New York,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",1693,8.1
2005,New York,Influenza and pneumonia (J09-J18),5521,26.3
2005,New York,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",1189,6
2005,New York,Malignant neoplasms (C00-C97),35556,173.4
2005,New York,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",2360,11.4
2005,New York,Parkinson's disease (G20-G21),805,3.9
2005,New York,Pneumonitis due to solids and liquids (J69),685,3.3
2005,New York,Septicemia (A40-A41),2277,11
2005,North Carolina,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",4123,47.9
2005,North Carolina,All Causes,74638,881.3
