113 Cause Name,Cause Name,State,Age-adjusted Death Rate,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Diseases of heart ,Diseases of Heart,Illinois,196,NA,NA,NA,NA,NA,NA,NA,NA,25813,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Illinois,208.5,NA,NA,NA,NA,NA,NA,NA,27007,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Illinois,220.7,NA,NA,NA,NA,NA,NA,28226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Illinois,224.3,NA,NA,NA,NA,NA,28284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Illinois,239.2,NA,NA,NA,NA,29816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Illinois,250.2,NA,NA,NA,30821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Illinois,253.8,NA,NA,30990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Illinois,263.7,NA,31844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Illinois,279.1,33387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Indiana,182.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13948
Diseases of heart ,Diseases of Heart,Indiana,182.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13764,NA
Diseases of heart ,Diseases of Heart,Indiana,186.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13773,NA,NA
Diseases of heart ,Diseases of Heart,Indiana,187.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13372,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Indiana,188.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13675,NA,NA,NA
Diseases of heart ,Diseases of Heart,Indiana,191.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13388,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Indiana,196.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13509,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Indiana,201.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,13663,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Indiana,205.9,NA,NA,NA,NA,NA,NA,NA,NA,13682,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Indiana,220.8,NA,NA,NA,NA,NA,NA,NA,14375,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Indiana,227.9,NA,NA,NA,NA,NA,NA,14542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Indiana,233.2,NA,NA,NA,NA,NA,14636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Indiana,249.4,NA,NA,NA,NA,15467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Indiana,250.9,NA,NA,NA,15321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Indiana,259.8,NA,NA,15682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Indiana,272.3,NA,16210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Indiana,282.5,16661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Iowa,157.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6615,NA
Diseases of heart ,Diseases of Heart,Iowa,160.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6813
Diseases of heart ,Diseases of Heart,Iowa,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6736,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Iowa,168.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6995,NA,NA
Diseases of heart ,Diseases of Heart,Iowa,170.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7005,NA,NA,NA
Diseases of heart ,Diseases of Heart,Iowa,173.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6880,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Iowa,176.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6938,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Iowa,177.2,NA,NA,NA,NA,NA,NA,NA,NA,6880,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Iowa,185.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7284,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Iowa,187.1,NA,NA,NA,NA,NA,NA,NA,7172,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Iowa,195,NA,NA,NA,NA,NA,7299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Iowa,196.6,NA,NA,NA,NA,NA,NA,7437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Iowa,210.9,NA,NA,NA,NA,7840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Iowa,221.5,NA,NA,NA,8181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Iowa,225.1,NA,NA,8250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Iowa,236.1,NA,8559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Iowa,240.3,8699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kansas,156.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5364,NA,NA
Diseases of heart ,Diseases of Heart,Kansas,157.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5479,NA
Diseases of heart ,Diseases of Heart,Kansas,158.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5366,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kansas,158.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5327,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kansas,158.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5624
Diseases of heart ,Diseases of Heart,Kansas,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5294,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kansas,164.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5433,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kansas,175.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5643,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kansas,180.8,NA,NA,NA,NA,NA,NA,NA,NA,5749,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kansas,186.3,NA,NA,NA,NA,NA,NA,NA,5849,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kansas,192.6,NA,NA,NA,NA,NA,NA,5960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kansas,198.9,NA,NA,NA,NA,NA,6048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kansas,214.7,NA,NA,NA,NA,6491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kansas,223.2,NA,NA,NA,6680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kansas,225.6,NA,NA,6716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kansas,234.2,NA,6931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kansas,237,6975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kentucky,197.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10077
Diseases of heart ,Diseases of Heart,Kentucky,200.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10013,NA
Diseases of heart ,Diseases of Heart,Kentucky,203.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9971,NA,NA
Diseases of heart ,Diseases of Heart,Kentucky,208.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10024,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kentucky,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9905,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kentucky,210.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9662,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kentucky,214.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9728,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kentucky,225.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10061,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kentucky,227,NA,NA,NA,NA,NA,NA,NA,NA,9916,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kentucky,241.4,NA,NA,NA,NA,NA,NA,NA,10353,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kentucky,254.8,NA,NA,NA,NA,NA,10465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kentucky,257.3,NA,NA,NA,NA,NA,NA,10782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kentucky,279.2,NA,NA,NA,NA,11319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kentucky,292.2,NA,NA,NA,11696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kentucky,297.3,NA,NA,11808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kentucky,303.6,NA,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Kentucky,310.9,12098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Louisiana,212.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10665
Diseases of heart ,Diseases of Heart,Louisiana,212.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9781,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Louisiana,213.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10074,NA,NA,NA
Diseases of heart ,Diseases of Heart,Louisiana,214.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10346,NA,NA
Diseases of heart ,Diseases of Heart,Louisiana,216.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10647,NA
Diseases of heart ,Diseases of Heart,Louisiana,229.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10282,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Louisiana,229.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Louisiana,234.9,NA,NA,NA,NA,NA,NA,NA,NA,9947,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Louisiana,238.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10347,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Louisiana,241.4,NA,NA,NA,NA,NA,NA,NA,10026,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Louisiana,256.9,NA,NA,NA,NA,NA,NA,11008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Louisiana,257.9,NA,NA,NA,NA,NA,10852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Louisiana,272.4,NA,NA,NA,11185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Louisiana,277.5,NA,NA,NA,NA,11540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Louisiana,282.6,NA,NA,11474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Louisiana,288.7,NA,11629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Louisiana,302.3,12007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maine,145.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2623,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maine,147.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2776,NA
Diseases of heart ,Diseases of Heart,Maine,149.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2648,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maine,151.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2628,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maine,152.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2807,NA,NA
Diseases of heart ,Diseases of Heart,Maine,156.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2674,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maine,157.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3009
Diseases of heart ,Diseases of Heart,Maine,164.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2785,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maine,173,NA,NA,NA,NA,NA,NA,NA,NA,2852,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maine,174.3,NA,NA,NA,NA,NA,NA,NA,2815,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maine,186.5,NA,NA,NA,NA,NA,NA,2941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maine,189.9,NA,NA,NA,NA,NA,2948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maine,203,NA,NA,NA,NA,3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maine,210.6,NA,NA,NA,3170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maine,220.7,NA,NA,3272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maine,233.9,NA,3400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maine,238.7,3418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maryland,167.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11135,NA
Diseases of heart ,Diseases of Heart,Maryland,169.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11481
Diseases of heart ,Diseases of Heart,Maryland,171.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10557,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maryland,172.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11244,NA,NA
Diseases of heart ,Diseases of Heart,Maryland,174.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11023,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maryland,182.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10915,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maryland,190.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11210,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maryland,195.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11157,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maryland,203,NA,NA,NA,NA,NA,NA,NA,NA,11314,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maryland,206.6,NA,NA,NA,NA,NA,NA,NA,11268,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maryland,217.9,NA,NA,NA,NA,NA,NA,11594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maryland,218.5,NA,NA,NA,NA,NA,11346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maryland,239.8,NA,NA,NA,NA,12164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maryland,242.4,NA,NA,NA,12008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maryland,253.8,NA,NA,12310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maryland,259.2,12080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Maryland,261.3,NA,12348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Massachusetts,137.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11817,NA
Diseases of heart ,Diseases of Heart,Massachusetts,138.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12130
Diseases of heart ,Diseases of Heart,Massachusetts,139.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11602,NA,NA,NA
Diseases of heart ,Diseases of Heart,Massachusetts,141.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12023,NA,NA
Diseases of heart ,Diseases of Heart,Massachusetts,143.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11765,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Massachusetts,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12043,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Massachusetts,156.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12322,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Massachusetts,164.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12776,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Massachusetts,166.4,NA,NA,NA,NA,NA,NA,NA,NA,12710,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Massachusetts,171.7,NA,NA,NA,NA,NA,NA,NA,12947,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Massachusetts,179,NA,NA,NA,NA,NA,NA,13280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Massachusetts,188.9,NA,NA,NA,NA,NA,13824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Massachusetts,201.5,NA,NA,NA,NA,14634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Massachusetts,205.5,NA,NA,NA,14736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Massachusetts,213.5,NA,NA,15144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Massachusetts,217.9,NA,15314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Massachusetts,228.5,15871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Michigan,197.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23520,NA,NA,NA
Diseases of heart ,Diseases of Heart,Michigan,198.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24794
Diseases of heart ,Diseases of Heart,Michigan,199.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24156,NA,NA
Diseases of heart ,Diseases of Heart,Michigan,200.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23358,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Michigan,200.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24692,NA
Diseases of heart ,Diseases of Heart,Michigan,204.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23326,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Michigan,205.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23099,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Michigan,220.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,24344,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Michigan,222.5,NA,NA,NA,NA,NA,NA,NA,NA,24149,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Michigan,228.1,NA,NA,NA,NA,NA,NA,NA,24255,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Michigan,241.3,NA,NA,NA,NA,NA,NA,25128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Michigan,242.7,NA,NA,NA,NA,NA,24825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Michigan,258,NA,NA,NA,NA,26010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Michigan,269.6,NA,NA,NA,26659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Michigan,276.4,NA,NA,26896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Michigan,285.9,NA,27325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Michigan,292.9,27693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Minnesota,116.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7659,NA
Diseases of heart ,Diseases of Heart,Minnesota,116.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7844
Diseases of heart ,Diseases of Heart,Minnesota,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7240,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Minnesota,119.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7496,NA,NA,NA
Diseases of heart ,Diseases of Heart,Minnesota,119.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7185,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Minnesota,119.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7714,NA,NA
Diseases of heart ,Diseases of Heart,Minnesota,122.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7238,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Minnesota,126.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7367,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Minnesota,130.7,NA,NA,NA,NA,NA,NA,NA,NA,7477,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Minnesota,134.9,NA,NA,NA,NA,NA,NA,NA,7525,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Minnesota,145.4,NA,NA,NA,NA,NA,NA,7926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Minnesota,146.7,NA,NA,NA,NA,NA,7891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Minnesota,154.1,NA,NA,NA,NA,8144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Minnesota,165.9,NA,NA,NA,8602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diseases of heart ,Diseases of Heart,Minnesota,172,NA,NA,8760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
